pedido_id,data_pedido,cliente_id,regiao,canal,categoria,produto,quantidade,preco_unitario,desconto_pct,custo_unitario,receita_bruta,receita_liquida,custo_total,lucro,margem_pct,mes
PED-00683,2025-10-08,CLI-0248,Sudeste,Loja fisica,Casa,Cafeteira,2,249.9,0.05,130.0,499.8,474.81,260.0,214.81,45.24125439649544,2025-10
PED-00931,2025-10-08,CLI-0378,Nordeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.05,118.0,229.9,218.405,118.0,100.405,45.97193287699458,2025-10
PED-00960,2025-10-08,CLI-0309,Centro-Oeste,Site,Escritorio,Suporte Notebook,3,119.9,0.05,48.0,359.70000000000005,341.71500000000003,144.0,197.71500000000003,57.85961985865414,2025-10
PED-01185,2025-10-08,CLI-0202,Nordeste,Site,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-10
PED-01306,2025-10-08,CLI-0445,Sul,Marketplace,Eletronicos,Fone Bluetooth,1,149.9,0.1,72.0,149.9,134.91,72.0,62.91,46.63108739159439,2025-10
PED-00508,2025-10-09,CLI-0001,Sul,Marketplace,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-10
PED-00641,2025-10-09,CLI-0267,Nordeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.05,48.0,119.9,113.905,48.0,65.905,57.85961985865414,2025-10
PED-01258,2025-10-09,CLI-0136,Sudeste,Site,Escritorio,Suporte Notebook,1,119.9,0.05,48.0,119.9,113.905,48.0,65.905,57.85961985865414,2025-10
PED-00227,2025-10-10,CLI-0067,Sudeste,Site,Eletronicos,Webcam HD,2,229.9,0.0,118.0,459.8,459.8,236.0,223.8,48.67333623314485,2025-10
PED-00306,2025-10-10,CLI-0211,Norte,Marketplace,Esporte,Kit Faixas,2,69.9,0.0,25.0,139.8,139.8,50.0,89.80000000000001,64.2346208869814,2025-10
PED-01095,2025-10-10,CLI-0388,Sudeste,Loja fisica,Casa,Luminaria,1,89.9,0.05,39.0,89.9,85.405,39.0,46.405,54.33522627480827,2025-10
PED-00520,2025-10-11,CLI-0324,Nordeste,Site,Escritorio,Mochila,2,219.9,0.0,102.0,439.8,439.8,204.0,235.8,53.61527967257844,2025-10
PED-00860,2025-10-11,CLI-0252,Norte,Loja fisica,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-10
PED-00322,2025-10-12,CLI-0263,Centro-Oeste,Site,Casa,Cafeteira,1,249.9,0.0,130.0,249.9,249.9,130.0,119.9,47.979191676670666,2025-10
PED-00611,2025-10-12,CLI-0222,Sul,Site,Casa,Cafeteira,2,249.9,0.1,130.0,499.8,449.82,260.0,189.82,42.19910186296741,2025-10
PED-00752,2025-10-12,CLI-0050,Sul,Site,Esporte,Garrafa Termica,2,79.9,0.0,29.0,159.8,159.8,58.0,101.80000000000001,63.7046307884856,2025-10
PED-01039,2025-10-12,CLI-0144,Sul,Site,Eletronicos,Webcam HD,2,229.9,0.1,118.0,459.8,413.82,236.0,177.82,42.97037359238316,2025-10
PED-01074,2025-10-12,CLI-0059,Nordeste,Site,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-10
PED-01472,2025-10-12,CLI-0112,Centro-Oeste,Marketplace,Esporte,Garrafa Termica,5,79.9,0.0,29.0,399.5,399.5,145.0,254.5,63.7046307884856,2025-10
PED-00246,2025-10-13,CLI-0188,Sudeste,Site,Eletronicos,Webcam HD,1,229.9,0.15,118.0,229.9,195.415,118.0,77.41499999999999,39.61568968605276,2025-10
PED-00504,2025-10-13,CLI-0457,Sul,Site,Escritorio,Mochila,2,219.9,0.0,102.0,439.8,439.8,204.0,235.8,53.61527967257844,2025-10
PED-00646,2025-10-13,CLI-0404,Sudeste,Site,Eletronicos,Fone Bluetooth,2,149.9,0.0,72.0,299.8,299.8,144.0,155.8,51.96797865243495,2025-10
PED-00944,2025-10-13,CLI-0031,Norte,Loja fisica,Esporte,Kit Faixas,2,69.9,0.0,25.0,139.8,139.8,50.0,89.80000000000001,64.2346208869814,2025-10
PED-00991,2025-10-13,CLI-0137,Sul,Loja fisica,Escritorio,Suporte Notebook,3,119.9,0.05,48.0,359.70000000000005,341.71500000000003,144.0,197.71500000000003,57.85961985865414,2025-10
PED-01493,2025-10-13,CLI-0124,Sudeste,Site,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-10
PED-00472,2025-10-14,CLI-0391,Sul,Loja fisica,Esporte,Garrafa Termica,2,79.9,0.05,29.0,159.8,151.81,58.0,93.81,61.7943481984059,2025-10
PED-00594,2025-10-14,CLI-0469,Sudeste,Site,Eletronicos,Fone Bluetooth,2,149.9,0.05,72.0,299.8,284.81,144.0,140.81,49.439977528878906,2025-10
PED-00676,2025-10-14,CLI-0102,Sudeste,Marketplace,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-10
PED-01016,2025-10-14,CLI-0190,Sul,Site,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-10
PED-01293,2025-10-14,CLI-0310,Sul,Loja fisica,Casa,Luminaria,1,89.9,0.05,39.0,89.9,85.405,39.0,46.405,54.33522627480827,2025-10
PED-01441,2025-10-14,CLI-0437,Nordeste,Site,Esporte,Kit Faixas,1,69.9,0.05,25.0,69.9,66.405,25.0,41.405,62.352232512612005,2025-10
PED-00238,2025-10-15,CLI-0055,Nordeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-10
PED-00244,2025-10-15,CLI-0100,Centro-Oeste,Site,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-10
PED-00260,2025-10-15,CLI-0357,Nordeste,Site,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-10
PED-00856,2025-10-15,CLI-0045,Nordeste,Loja fisica,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-10
PED-00953,2025-10-15,CLI-0249,Sudeste,Site,Esporte,Garrafa Termica,1,79.9,0.15,29.0,79.9,67.915,29.0,38.915000000000006,57.299565633512486,2025-10
PED-01498,2025-10-16,CLI-0266,Sul,Marketplace,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-10
PED-00179,2025-10-17,CLI-0330,Sudeste,Marketplace,Esporte,Kit Faixas,3,69.9,0.0,25.0,209.70000000000002,209.70000000000002,75.0,134.70000000000002,64.2346208869814,2025-10
PED-00562,2025-10-17,CLI-0290,Sudeste,Loja fisica,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-10
PED-01049,2025-10-17,CLI-0345,Sudeste,Marketplace,Esporte,Garrafa Termica,2,79.9,0.05,29.0,159.8,151.81,58.0,93.81,61.7943481984059,2025-10
PED-01483,2025-10-17,CLI-0258,Sul,Marketplace,Eletronicos,Fone Bluetooth,4,149.9,0.15,72.0,599.6,509.66,288.0,221.66000000000003,43.49173959109996,2025-10
PED-00011,2025-10-18,CLI-0449,Sudeste,Site,Esporte,Tapete Yoga,1,109.9,0.1,44.0,109.9,98.91000000000001,44.0,54.91000000000001,55.515114750783546,2025-10
PED-00315,2025-10-18,CLI-0428,Sul,Marketplace,Esporte,Garrafa Termica,1,79.9,0.05,29.0,79.9,75.905,29.0,46.905,61.7943481984059,2025-10
PED-00613,2025-10-18,CLI-0025,Centro-Oeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.05,48.0,119.9,113.905,48.0,65.905,57.85961985865414,2025-10
PED-01467,2025-10-18,CLI-0394,Sudeste,Site,Escritorio,Mochila,1,219.9,0.05,102.0,219.9,208.905,102.0,106.905,51.17397860271416,2025-10
PED-00380,2025-10-19,CLI-0216,Centro-Oeste,Marketplace,Eletronicos,Webcam HD,4,229.9,0.0,118.0,919.6,919.6,472.0,447.6,48.67333623314485,2025-10
PED-00476,2025-10-19,CLI-0458,Sul,Marketplace,Casa,Cafeteira,5,249.9,0.0,130.0,1249.5,1249.5,650.0,599.5,47.979191676670666,2025-10
PED-00959,2025-10-19,CLI-0067,Nordeste,Site,Eletronicos,Teclado,2,189.9,0.0,91.0,379.8,379.8,182.0,197.8,52.08004212743549,2025-10
PED-01127,2025-10-19,CLI-0088,Nordeste,Site,Eletronicos,Teclado,2,189.9,0.15,91.0,379.8,322.83,182.0,140.82999999999998,43.62357897345352,2025-10
PED-01309,2025-10-19,CLI-0250,Norte,Loja fisica,Esporte,Kit Faixas,4,69.9,0.1,25.0,279.6,251.64000000000001,100.0,151.64000000000001,60.260689874423775,2025-10
PED-01291,2025-10-20,CLI-0257,Nordeste,Site,Esporte,Kit Faixas,2,69.9,0.0,25.0,139.8,139.8,50.0,89.80000000000001,64.2346208869814,2025-10
PED-00427,2025-10-21,CLI-0201,Sul,Marketplace,Casa,Organizador,1,59.9,0.05,22.0,59.9,56.904999999999994,22.0,34.904999999999994,61.339073895088305,2025-10
PED-00769,2025-10-21,CLI-0376,Centro-Oeste,Site,Eletronicos,Webcam HD,1,229.9,0.1,118.0,229.9,206.91,118.0,88.91,42.97037359238316,2025-10
PED-00771,2025-10-21,CLI-0027,Sudeste,Site,Escritorio,Cadeira,2,899.9,0.05,510.0,1799.8,1709.81,1020.0,689.81,40.34424877617981,2025-10
PED-00850,2025-10-21,CLI-0342,Nordeste,Marketplace,Esporte,Tapete Yoga,5,109.9,0.05,44.0,549.5,522.025,220.0,302.025,57.8564245007423,2025-10
PED-01008,2025-10-21,CLI-0378,Norte,Site,Eletronicos,Teclado,4,189.9,0.0,91.0,759.6,759.6,364.0,395.6,52.08004212743549,2025-10
PED-01010,2025-10-21,CLI-0345,Nordeste,Site,Escritorio,Suporte Notebook,1,119.9,0.05,48.0,119.9,113.905,48.0,65.905,57.85961985865414,2025-10
PED-00106,2025-10-22,CLI-0301,Sul,Loja fisica,Eletronicos,Fone Bluetooth,5,149.9,0.1,72.0,749.5,674.5500000000001,360.0,314.55000000000007,46.6310873915944,2025-10
PED-00132,2025-10-22,CLI-0152,Sul,Site,Esporte,Garrafa Termica,1,79.9,0.05,29.0,79.9,75.905,29.0,46.905,61.7943481984059,2025-10
PED-01490,2025-10-22,CLI-0254,Sudeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.15,118.0,229.9,195.415,118.0,77.41499999999999,39.61568968605276,2025-10
PED-00161,2025-10-23,CLI-0260,Nordeste,Marketplace,Eletronicos,Webcam HD,2,229.9,0.0,118.0,459.8,459.8,236.0,223.8,48.67333623314485,2025-10
PED-00234,2025-10-23,CLI-0136,Sudeste,Marketplace,Eletronicos,Fone Bluetooth,1,149.9,0.1,72.0,149.9,134.91,72.0,62.91,46.63108739159439,2025-10
PED-00502,2025-10-23,CLI-0371,Sudeste,Loja fisica,Escritorio,Cadeira,2,899.9,0.05,510.0,1799.8,1709.81,1020.0,689.81,40.34424877617981,2025-10
PED-01139,2025-10-23,CLI-0230,Sul,Site,Esporte,Garrafa Termica,2,79.9,0.0,29.0,159.8,159.8,58.0,101.80000000000001,63.7046307884856,2025-10
PED-01186,2025-10-23,CLI-0071,Sudeste,Marketplace,Eletronicos,Teclado,1,189.9,0.05,91.0,189.9,180.405,91.0,89.405,49.557939081511044,2025-10
PED-01282,2025-10-23,CLI-0398,Sudeste,Marketplace,Esporte,Garrafa Termica,2,79.9,0.0,29.0,159.8,159.8,58.0,101.80000000000001,63.7046307884856,2025-10
PED-01381,2025-10-23,CLI-0332,Nordeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-10
PED-00059,2025-10-24,CLI-0311,Sudeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-10
PED-00118,2025-10-24,CLI-0338,Sudeste,Site,Eletronicos,Webcam HD,2,229.9,0.1,118.0,459.8,413.82,236.0,177.82,42.97037359238316,2025-10
PED-00251,2025-10-24,CLI-0296,Nordeste,Site,Eletronicos,Teclado,2,189.9,0.15,91.0,379.8,322.83,182.0,140.82999999999998,43.62357897345352,2025-10
PED-01345,2025-10-24,CLI-0444,Nordeste,Marketplace,Eletronicos,Fone Bluetooth,2,149.9,0.05,72.0,299.8,284.81,144.0,140.81,49.439977528878906,2025-10
PED-00182,2025-10-25,CLI-0284,Sul,Marketplace,Eletronicos,Teclado,2,189.9,0.0,91.0,379.8,379.8,182.0,197.8,52.08004212743549,2025-10
PED-00754,2025-10-25,CLI-0463,Sudeste,Loja fisica,Eletronicos,Fone Bluetooth,1,149.9,0.0,72.0,149.9,149.9,72.0,77.9,51.96797865243495,2025-10
PED-00807,2025-10-25,CLI-0021,Nordeste,Marketplace,Escritorio,Mochila,1,219.9,0.0,102.0,219.9,219.9,102.0,117.9,53.61527967257844,2025-10
PED-01262,2025-10-25,CLI-0323,Sudeste,Marketplace,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-10
PED-01432,2025-10-25,CLI-0179,Sudeste,Loja fisica,Escritorio,Cadeira,2,899.9,0.05,510.0,1799.8,1709.81,1020.0,689.81,40.34424877617981,2025-10
PED-00250,2025-10-26,CLI-0158,Sudeste,Marketplace,Escritorio,Suporte Notebook,2,119.9,0.15,48.0,239.8,203.83,96.0,107.83000000000001,52.90192807731934,2025-10
PED-00955,2025-10-26,CLI-0003,Sudeste,Marketplace,Escritorio,Mochila,4,219.9,0.05,102.0,879.6,835.62,408.0,427.62,51.17397860271416,2025-10
PED-01085,2025-10-26,CLI-0333,Norte,Site,Escritorio,Mochila,1,219.9,0.1,102.0,219.9,197.91,102.0,95.91,48.46142185842049,2025-10
PED-01373,2025-10-26,CLI-0236,Nordeste,Site,Esporte,Tapete Yoga,2,109.9,0.1,44.0,219.8,197.82000000000002,88.0,109.82000000000002,55.515114750783546,2025-10
PED-00545,2025-10-27,CLI-0024,Sudeste,Site,Eletronicos,Teclado,2,189.9,0.0,91.0,379.8,379.8,182.0,197.8,52.08004212743549,2025-10
PED-00643,2025-10-27,CLI-0062,Centro-Oeste,Site,Esporte,Tapete Yoga,1,109.9,0.1,44.0,109.9,98.91000000000001,44.0,54.91000000000001,55.515114750783546,2025-10
PED-00148,2025-10-28,CLI-0111,Sudeste,Site,Casa,Cafeteira,3,249.9,0.05,130.0,749.7,712.215,390.0,322.21500000000003,45.24125439649544,2025-10
PED-00593,2025-10-28,CLI-0103,Sudeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-10
PED-01355,2025-10-28,CLI-0160,Nordeste,Site,Escritorio,Suporte Notebook,1,119.9,0.1,48.0,119.9,107.91000000000001,48.0,59.91000000000001,55.51848762857937,2025-10
PED-01210,2025-10-29,CLI-0421,Sudeste,Site,Eletronicos,Fone Bluetooth,2,149.9,0.1,72.0,299.8,269.82,144.0,125.82,46.63108739159439,2025-10
PED-01245,2025-10-29,CLI-0271,Sudeste,Site,Casa,Luminaria,1,89.9,0.1,39.0,89.9,80.91000000000001,39.0,41.91000000000001,51.79829440118651,2025-10
PED-00290,2025-10-30,CLI-0451,Sudeste,Site,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-10
PED-00570,2025-10-30,CLI-0083,Sudeste,Site,Eletronicos,Webcam HD,2,229.9,0.0,118.0,459.8,459.8,236.0,223.8,48.67333623314485,2025-10
PED-00655,2025-10-30,CLI-0132,Norte,Site,Esporte,Kit Faixas,2,69.9,0.05,25.0,139.8,132.81,50.0,82.81,62.352232512612005,2025-10
PED-00803,2025-10-30,CLI-0033,Sudeste,Site,Escritorio,Cadeira,1,899.9,0.0,510.0,899.9,899.9,510.0,389.9,43.327036337370814,2025-10
PED-01378,2025-10-30,CLI-0390,Sudeste,Loja fisica,Esporte,Garrafa Termica,2,79.9,0.0,29.0,159.8,159.8,58.0,101.80000000000001,63.7046307884856,2025-10
PED-00343,2025-10-31,CLI-0220,Centro-Oeste,Marketplace,Eletronicos,Teclado,2,189.9,0.0,91.0,379.8,379.8,182.0,197.8,52.08004212743549,2025-10
PED-01006,2025-10-31,CLI-0133,Nordeste,Marketplace,Casa,Cafeteira,1,249.9,0.1,130.0,249.9,224.91,130.0,94.91,42.19910186296741,2025-10
PED-01064,2025-10-31,CLI-0405,Sul,Loja fisica,Eletronicos,Fone Bluetooth,1,149.9,0.05,72.0,149.9,142.405,72.0,70.405,49.439977528878906,2025-10
PED-00775,2025-11-01,CLI-0479,Sul,Loja fisica,Eletronicos,Webcam HD,5,229.9,0.15,118.0,1149.5,977.0749999999999,590.0,387.07499999999993,39.61568968605276,2025-11
PED-01330,2025-11-01,CLI-0084,Sudeste,Site,Casa,Luminaria,1,89.9,0.0,39.0,89.9,89.9,39.0,50.900000000000006,56.61846496106786,2025-11
PED-01385,2025-11-01,CLI-0142,Sudeste,Marketplace,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-11
PED-00205,2025-11-02,CLI-0275,Norte,Marketplace,Esporte,Garrafa Termica,1,79.9,0.1,29.0,79.9,71.91000000000001,29.0,42.91000000000001,59.67181198720623,2025-11
PED-00590,2025-11-02,CLI-0030,Sul,Loja fisica,Esporte,Kit Faixas,2,69.9,0.0,25.0,139.8,139.8,50.0,89.80000000000001,64.2346208869814,2025-11
PED-00630,2025-11-02,CLI-0119,Sudeste,Marketplace,Escritorio,Cadeira,3,899.9,0.1,510.0,2699.7,2429.73,1530.0,899.73,37.03004037485647,2025-11
PED-00644,2025-11-02,CLI-0080,Centro-Oeste,Site,Eletronicos,Teclado,3,189.9,0.0,91.0,569.7,569.7,273.0,296.70000000000005,52.0800421274355,2025-11
PED-00753,2025-11-02,CLI-0395,Sudeste,Site,Esporte,Garrafa Termica,2,79.9,0.05,29.0,159.8,151.81,58.0,93.81,61.7943481984059,2025-11
PED-00770,2025-11-02,CLI-0384,Nordeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.05,48.0,119.9,113.905,48.0,65.905,57.85961985865414,2025-11
PED-00872,2025-11-02,CLI-0268,Sudeste,Site,Escritorio,Cadeira,3,899.9,0.1,510.0,2699.7,2429.73,1530.0,899.73,37.03004037485647,2025-11
PED-00980,2025-11-02,CLI-0375,Sudeste,Site,Esporte,Tapete Yoga,3,109.9,0.05,44.0,329.70000000000005,313.21500000000003,132.0,181.21500000000003,57.85642450074231,2025-11
PED-01235,2025-11-02,CLI-0378,Norte,Marketplace,Casa,Cafeteira,2,249.9,0.0,130.0,499.8,499.8,260.0,239.8,47.979191676670666,2025-11
PED-00186,2025-11-03,CLI-0027,Sudeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-11
PED-00581,2025-11-03,CLI-0449,Sudeste,Site,Esporte,Garrafa Termica,4,79.9,0.0,29.0,319.6,319.6,116.0,203.60000000000002,63.7046307884856,2025-11
PED-00649,2025-11-03,CLI-0469,Sul,Site,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-11
PED-00945,2025-11-03,CLI-0364,Sudeste,Site,Esporte,Tapete Yoga,5,109.9,0.1,44.0,549.5,494.55,220.0,274.55,55.515114750783546,2025-11
PED-01120,2025-11-03,CLI-0003,Norte,Site,Eletronicos,Webcam HD,2,229.9,0.0,118.0,459.8,459.8,236.0,223.8,48.67333623314485,2025-11
PED-00510,2025-11-04,CLI-0243,Sudeste,Site,Casa,Luminaria,1,89.9,0.05,39.0,89.9,85.405,39.0,46.405,54.33522627480827,2025-11
PED-00715,2025-11-04,CLI-0004,Nordeste,Marketplace,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-11
PED-00072,2025-11-05,CLI-0460,Nordeste,Site,Esporte,Kit Faixas,2,69.9,0.0,25.0,139.8,139.8,50.0,89.80000000000001,64.2346208869814,2025-11
PED-00295,2025-11-05,CLI-0021,Sul,Site,Casa,Cafeteira,1,249.9,0.05,130.0,249.9,237.405,130.0,107.405,45.24125439649544,2025-11
PED-00578,2025-11-05,CLI-0277,Sul,Loja fisica,Eletronicos,Fone Bluetooth,2,149.9,0.0,72.0,299.8,299.8,144.0,155.8,51.96797865243495,2025-11
PED-00005,2025-11-06,CLI-0136,Sudeste,Marketplace,Eletronicos,Webcam HD,1,229.9,0.1,118.0,229.9,206.91,118.0,88.91,42.97037359238316,2025-11
PED-00220,2025-11-06,CLI-0079,Sudeste,Loja fisica,Escritorio,Suporte Notebook,1,119.9,0.05,48.0,119.9,113.905,48.0,65.905,57.85961985865414,2025-11
PED-00764,2025-11-06,CLI-0004,Sudeste,Loja fisica,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-11
PED-01358,2025-11-06,CLI-0424,Sul,Loja fisica,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-11
PED-00079,2025-11-07,CLI-0311,Sul,Marketplace,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-11
PED-00237,2025-11-07,CLI-0074,Nordeste,Marketplace,Esporte,Tapete Yoga,2,109.9,0.0,44.0,219.8,219.8,88.0,131.8,59.96360327570519,2025-11
PED-00274,2025-11-07,CLI-0192,Centro-Oeste,Marketplace,Casa,Luminaria,1,89.9,0.05,39.0,89.9,85.405,39.0,46.405,54.33522627480827,2025-11
PED-00557,2025-11-07,CLI-0042,Sul,Loja fisica,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-11
PED-01166,2025-11-07,CLI-0249,Centro-Oeste,Marketplace,Eletronicos,Teclado,1,189.9,0.0,91.0,189.9,189.9,91.0,98.9,52.08004212743549,2025-11
PED-00018,2025-11-08,CLI-0102,Nordeste,Marketplace,Eletronicos,Teclado,1,189.9,0.05,91.0,189.9,180.405,91.0,89.405,49.557939081511044,2025-11
PED-00377,2025-11-08,CLI-0146,Sudeste,Marketplace,Eletronicos,Fone Bluetooth,2,149.9,0.05,72.0,299.8,284.81,144.0,140.81,49.439977528878906,2025-11
PED-00450,2025-11-08,CLI-0243,Norte,Site,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-11
PED-00463,2025-11-08,CLI-0413,Sul,Marketplace,Casa,Organizador,3,59.9,0.0,22.0,179.7,179.7,66.0,113.69999999999999,63.272120200333895,2025-11
PED-00518,2025-11-08,CLI-0469,Sudeste,Site,Escritorio,Mochila,3,219.9,0.0,102.0,659.7,659.7,306.0,353.70000000000005,53.61527967257845,2025-11
PED-01129,2025-11-08,CLI-0467,Sudeste,Site,Escritorio,Mochila,2,219.9,0.0,102.0,439.8,439.8,204.0,235.8,53.61527967257844,2025-11
PED-01362,2025-11-08,CLI-0453,Sudeste,Marketplace,Casa,Organizador,1,59.9,0.05,22.0,59.9,56.904999999999994,22.0,34.904999999999994,61.339073895088305,2025-11
PED-00767,2025-11-09,CLI-0046,Nordeste,Marketplace,Escritorio,Suporte Notebook,2,119.9,0.0,48.0,239.8,239.8,96.0,143.8,59.966638865721436,2025-11
PED-00819,2025-11-09,CLI-0233,Nordeste,Site,Esporte,Garrafa Termica,4,79.9,0.0,29.0,319.6,319.6,116.0,203.60000000000002,63.7046307884856,2025-11
PED-00428,2025-11-10,CLI-0114,Sudeste,Site,Eletronicos,Fone Bluetooth,2,149.9,0.1,72.0,299.8,269.82,144.0,125.82,46.63108739159439,2025-11
PED-00500,2025-11-10,CLI-0015,Sul,Loja fisica,Esporte,Garrafa Termica,2,79.9,0.05,29.0,159.8,151.81,58.0,93.81,61.7943481984059,2025-11
PED-00608,2025-11-10,CLI-0442,Nordeste,Marketplace,Casa,Luminaria,2,89.9,0.0,39.0,179.8,179.8,78.0,101.80000000000001,56.61846496106786,2025-11
PED-00706,2025-11-10,CLI-0471,Norte,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-11
PED-00822,2025-11-10,CLI-0464,Nordeste,Loja fisica,Escritorio,Mochila,1,219.9,0.1,102.0,219.9,197.91,102.0,95.91,48.46142185842049,2025-11
PED-00831,2025-11-10,CLI-0278,Sudeste,Site,Eletronicos,Webcam HD,1,229.9,0.0,118.0,229.9,229.9,118.0,111.9,48.67333623314485,2025-11
PED-00981,2025-11-10,CLI-0479,Sudeste,Loja fisica,Esporte,Tapete Yoga,2,109.9,0.05,44.0,219.8,208.81,88.0,120.81,57.8564245007423,2025-11
PED-00163,2025-11-11,CLI-0346,Sudeste,Site,Esporte,Kit Faixas,5,69.9,0.1,25.0,349.5,314.55,125.0,189.55,60.260689874423775,2025-11
PED-00206,2025-11-11,CLI-0181,Nordeste,Site,Casa,Organizador,1,59.9,0.0,22.0,59.9,59.9,22.0,37.9,63.272120200333895,2025-11
PED-00347,2025-11-11,CLI-0303,Norte,Site,Casa,Organizador,2,59.9,0.0,22.0,119.8,119.8,44.0,75.8,63.272120200333895,2025-11
PED-00617,2025-11-11,CLI-0147,Sudeste,Loja fisica,Esporte,Kit Faixas,1,69.9,0.0,25.0,69.9,69.9,25.0,44.900000000000006,64.2346208869814,2025-11
PED-00911,2025-11-11,CLI-0437,Sudeste,Site,Esporte,Tapete Yoga,4,109.9,0.0,44.0,439.6,439.6,176.0,263.6,59.96360327570519,2025-11
PED-00144,2025-11-12,CLI-0209,Sul,Site,Casa,Luminaria,2,89.9,0.1,39.0,179.8,161.82000000000002,78.0,83.82000000000002,51.79829440118651,2025-11
PED-00746,2025-11-12,CLI-0133,Sul,Site,Esporte,Tapete Yoga,1,109.9,0.0,44.0,109.9,109.9,44.0,65.9,59.96360327570519,2025-11
PED-01500,2025-11-12,CLI-0161,Nordeste,Site,Casa,Luminaria,2,89.9,0.05,39.0,179.8,170.81,78.0,92.81,54.33522627480827,2025-11
PED-00536,2025-11-13,CLI-0272,Sudeste,Marketplace,Escritorio,Suporte Notebook,1,119.9,0.15,48.0,119.9,101.915,48.0,53.915000000000006,52.90192807731934,2025-11
PED-00812,2025-11-13,CLI-0186,Sul,Loja fisica,Casa,Cafeteira,5,249.9,0.15,130.0,1249.5,1062.075,650.0,412.07500000000005,38.79904903137726,2025-11
PED-01236,2025-11-13,CLI-0079,Sudeste,Site,Escritorio,Suporte Notebook,1,119.9,0.0,48.0,119.9,119.9,48.0,71.9,59.966638865721436,2025-11
PED-00412,2025-11-14,CLI-0316,Nordeste,Site,Escritorio,Suporte Notebook,3,119.9,0.0,48.0,359.70000000000005,359.70000000000005,144.0,215.70000000000005,59.96663886572144,2025-11
PED-00681,2025-11-14,CLI-0475,Nordeste,Loja fisica,Eletronicos,Fone Bluetooth,2,149.9,0.0,72.0,299.8,299.8,144.0,155.8,51.96797865243495,2025-11
PED-01036,2025-11-14,CLI-0149,Sudeste,Site,Esporte,Garrafa Termica,1,79.9,0.0,29.0,79.9,79.9,29.0,50.900000000000006,63.7046307884856,2025-11
